Year,Month,Carrier_Code,Carrier,AirportCode,Airport,TotalOperations,ArrivalsDelayed,CarrierDelays,WeatherDelays,NAS Delays,SecurityDelays,LateAircraftDelays,ArrivalCancelled,ArrivalDiverted
2008,1,EV,Atlantic Southeast Airlines,LEX,"Lexington, KY: Blue Grass",60,10,8.8,0,0.2,0,1,0,0
2008,1,EV,Atlantic Southeast Airlines,LFT,"Lafayette, LA: Lafayette Regional",84,25,15.35,1.93,6.94,0,0.78,3,0
2008,1,EV,Atlantic Southeast Airlines,LGA,"New York, NY: La Guardia",53,21,3.81,2,14.19,0,1,4,0
2008,1,EV,Atlantic Southeast Airlines,LIT,"Little Rock, AR: Adams Field",201,57,37.16,3.98,9.24,0,6.62,5,0
2008,1,EV,Atlantic Southeast Airlines,LYH,"Lynchburg, VA: Lynchburg Mun/Preston Glenn",56,14,9.19,1.46,2.59,0,0.76,4,1
2008,1,EV,Atlantic Southeast Airlines,MCI,"Kansas City, MO: Kansas City International",39,17,10.2,1.61,4,0,1.19,2,0
2008,1,EV,Atlantic Southeast Airlines,MCN,"Macon, GA: Lewis B Wilson International",70,16,9.98,1.19,2.02,0,2.81,5,0
2008,1,EV,Atlantic Southeast Airlines,MDT,"Harrisburg, PA: Harrisburg International  Olmsted Field",174,48,29.63,1.76,12.43,0,4.17,6,0
2008,1,EV,Atlantic Southeast Airlines,MEI,"Meridian, MS: Key Field",53,9,5.28,0,1.12,0,2.61,3,0
2008,1,EV,Atlantic Southeast Airlines,MEM,"Memphis, TN: Memphis International",89,23,13.89,1.32,7.29,0,0.49,4,0
2008,1,EV,Atlantic Southeast Airlines,MFE,"Mission/Mcallen/Edinburg, TX: Miller International",9,3,2,0,0,0,1,0,0
2008,1,EV,Atlantic Southeast Airlines,MGM,"Montgomery, AL: Dannelly Field",200,32,21.11,1.31,6.17,0,3.4,3,0
2008,1,EV,Atlantic Southeast Airlines,MHT,"Manchester, NH: Manchester-Boston Regional",60,18,11.48,0,3.51,0,3.01,4,0
2008,1,EV,Atlantic Southeast Airlines,MKE,"Milwaukee, WI: General Mitchell Field",108,46,30.12,1.55,12.71,0,1.61,4,0
2008,1,EV,Atlantic Southeast Airlines,MLB,"Melbourne, FL: Melbourne Regional",91,19,14.6,0,4.4,0,0,7,0
2008,1,EV,Atlantic Southeast Airlines,MLI,"Moline, IL: Quad/City",122,33,19.99,2.69,5.04,0,5.29,8,0
2008,1,EV,Atlantic Southeast Airlines,MLU,"Monroe, LA: Huenefeld",88,17,13.02,0,2.24,0,1.75,6,0
2008,1,EV,Atlantic Southeast Airlines,MOB,"Mobile, AL: Mobile Regional",171,36,26.85,1.65,7,0,0.5,5,1
2008,1,EV,Atlantic Southeast Airlines,MSN,"Madison, WI: Truax Field",32,4,2.62,0,1.03,0,0.35,3,0
2008,1,EV,Atlantic Southeast Airlines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",40,10,6.28,0,1.92,0,1.8,2,0
2008,1,EV,Atlantic Southeast Airlines,MSY,"New Orleans, LA: Louis Armstrong International",45,6,5,0,1,0,0,2,0
2008,1,EV,Atlantic Southeast Airlines,MYR,"Myrtle Beach, SC: Myrtle Beach International Airport",88,14,12.55,0,1.12,0,0.33,4,0
2008,1,EV,Atlantic Southeast Airlines,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",82,23,13.21,0.69,4.6,0,4.51,3,0
2008,1,EV,Atlantic Southeast Airlines,OKC,"Oklahoma City, OK: Will Rogers World",169,45,31.7,0.8,8.96,0,3.54,6,0
2008,1,EV,Atlantic Southeast Airlines,OMA,"Omaha, NE: Eppley Airfield",155,35,28.47,0,3.5,0,3.03,8,0
2008,1,EV,Atlantic Southeast Airlines,ORF,"Norfolk, VA: Norfolk International",81,17,13.14,0,2.64,0,1.22,4,0
2008,1,EV,Atlantic Southeast Airlines,PFN,"Panama City, FL: Bay County",180,39,27.45,0.56,9.04,0,1.95,9,0
2008,1,EV,Atlantic Southeast Airlines,PHF,"Newport News/Williamsburg, VA: Patrick Henry International",154,36,25.65,3.44,5.74,0,1.17,8,0
2008,1,EV,Atlantic Southeast Airlines,PHL,"Philadelphia, PA: Philadelphia International",25,4,3,0,1,0,0,2,0
2008,1,EV,Atlantic Southeast Airlines,PIA,"Peoria, IL: Greater Peoria",86,34,21.91,0.54,8.85,0,2.71,4,0
2008,1,EV,Atlantic Southeast Airlines,PIT,"Pittsburgh, PA: Pittsburgh International",71,23,15.13,1.98,1.87,0,4.02,4,0
2008,1,EV,Atlantic Southeast Airlines,PNS,"Pensacola, FL: Pensacola Regional",71,19,11.4,1.31,4.34,0,1.95,3,0
2008,1,EV,Atlantic Southeast Airlines,PVD,"Providence, RI: Theodore Francis Green",120,32,23.74,1.45,4.05,0.51,2.25,5,0
2008,1,EV,Atlantic Southeast Airlines,PWM,"Portland, ME: Portland International  Jetport",82,25,15.47,1.54,5.09,0,2.9,8,0
2008,1,EV,Atlantic Southeast Airlines,RDU,"Raleigh/Durham, NC: Raleigh Durham",8,5,3.61,0.45,0.49,0,0.45,0,0
2008,1,EV,Atlantic Southeast Airlines,RIC,"Richmond, VA: Richmond International Aqirport",81,14,10.2,0.6,2.65,0,0.55,3,0
2008,1,EV,Atlantic Southeast Airlines,ROA,"Roanoke, VA: Roanoke Municipal",120,20,13.62,1.23,2.38,0,2.76,5,1
2008,1,EV,Atlantic Southeast Airlines,ROC,"Rochester, NY: Rochester Monroe County",123,29,18.76,0.32,9.09,0,0.83,4,0
2008,1,EV,Atlantic Southeast Airlines,SAT,"San Antonio, TX: San Antonio International",60,17,13.15,1.06,2.79,0,0,2,0
2008,1,EV,Atlantic Southeast Airlines,SAV,"Savannah, GA: Savannah / Hilton Head International",8,5,3.16,0,0,0,1.84,0,0
2008,1,EV,Atlantic Southeast Airlines,SBN,"South Bend, IN: Michiana Regional",88,23,17.66,1.72,2.84,0,0.79,6,1
2008,1,EV,Atlantic Southeast Airlines,SCE,"State College, PA: University Park",31,7,5,0.43,0,0,1.57,2,1
2008,1,EV,Atlantic Southeast Airlines,SDF,"Louisville, KY: Standiford Field",96,32,24.48,0,5.67,0,1.85,4,0
2008,1,EV,Atlantic Southeast Airlines,SGF,"Springfield, MO: Springfield Regional",52,13,8.22,0.78,2.22,0,1.78,2,0
2008,1,EV,Atlantic Southeast Airlines,SHV,"Shreveport, LA: Shreveport Regional",145,39,20.2,3.69,9.37,0,5.74,4,0
2008,1,EV,Atlantic Southeast Airlines,SRQ,"Sarasota/Bradenton, FL: Sarasota Bradenton",34,2,1.64,0,0.36,0,0,3,0
2008,1,EV,Atlantic Southeast Airlines,STL,"St. Louis, MO: Lambert International",77,16,12.21,0,2.6,0,1.19,3,0
2008,1,EV,Atlantic Southeast Airlines,SWF,"Newburgh/Poughkeepsie, NY: Stewart",117,37,26.04,0,8.26,0,2.7,5,0
2008,1,EV,Atlantic Southeast Airlines,SYR,"Syracuse, NY: Syracuse Hancock International",90,17,12.93,0.46,2.55,1,0.06,4,0
2008,1,EV,Atlantic Southeast Airlines,TLH,"Tallahassee, FL: Tallahassee Municipal",89,22,14.15,2,4.22,0,1.62,4,0
2008,1,EV,Atlantic Southeast Airlines,TOL,"Toledo, OH: Toledo Express",32,4,2.76,1,0.24,0,0,2,0
2008,1,EV,Atlantic Southeast Airlines,TRI,"Bristol/Kngsprt/Jhnsn Cty, TN: Tri City",146,40,28.16,1.07,7.35,0,3.43,9,0
2008,1,EV,Atlantic Southeast Airlines,TUL,"Tulsa, OK: Tulsa International",176,54,36.34,1.35,10.52,0,5.79,7,0
2008,1,EV,Atlantic Southeast Airlines,TUP,"Tupelo, MS: C D Lemons Municipal",9,0,0,0,0,0,0,0,0
2008,1,EV,Atlantic Southeast Airlines,TYS,"Knoxville, TN: Mcghee Tyson",107,17,11.26,0.86,2.88,0,2,7,0
2008,1,EV,Atlantic Southeast Airlines,VLD,"Valdosta, GA: Valdosta Regional",82,17,10.38,1,3.64,0.19,1.79,3,0
2008,1,EV,Atlantic Southeast Airlines,VPS,"Valparaiso, FL: Valparaiso - Fort Walton Beach",197,43,31.33,2.4,4.85,0,4.43,6,2
2008,1,EV,Atlantic Southeast Airlines,XNA,"Fayetteville, AR: Northwest Arkansas Regional",77,23,13.98,0.32,3.69,0,5.01,4,1
2008,1,F9,Frontier Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International",4,4,1.32,0,1.01,0,1.67,0,0
2008,1,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson",123,29,16.78,0,11.26,0,0.97,1,0
2008,1,F9,Frontier Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",89,18,8.03,0,6.86,0,3.11,0,0
2008,1,F9,Frontier Airlines Inc.,BDL,"Hartford, CT: Bradley International",31,5,2.81,0,2.09,0,0.09,0,0
2008,1,F9,Frontier Airlines Inc.,BNA,"Nashville, TN: Nashville Metropolitan",91,20,8.63,0,8.52,0,2.85,0,0
2008,1,F9,Frontier Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",3,2,0.39,0,1.4,0,0.21,0,0
2008,1,F9,Frontier Airlines Inc.,CAK,"Akron, OH: Akron-Canton Regional",62,16,7.15,0,4.51,0,4.34,1,0
2008,1,F9,Frontier Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",62,10,2.72,0,4.55,0,2.73,1,0
2008,1,F9,Frontier Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",93,20,9.68,0.4,7.74,0,2.17,0,0
2008,1,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",3826,788,133.98,7.84,389.47,0,256.71,5,0
2008,1,F9,Frontier Airlines Inc.,DFW,"Dallas/Ft.Worth, TX: Dallas/Ft Worth International",169,33,15.14,0,14.26,0,3.6,0,0
2008,1,F9,Frontier Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",91,22,10.58,0.67,7.76,0,2.99,1,0
2008,1,F9,Frontier Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale International",55,9,4.35,0,3.65,0,1,0,0
2008,1,F9,Frontier Airlines Inc.,GEG,"Spokane, WA: Spokane International",9,5,2.61,0,2.39,0,0,0,0
2008,1,F9,Frontier Airlines Inc.,IAH,"Houston, TX: Houston Intercontinental",47,13,7.04,0.56,4.58,0,0.81,0,0
2008,1,F9,Frontier Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",122,18,3.09,0,13.3,0,1.61,1,0
2008,1,F9,Frontier Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",23,4,3.08,0,0.93,0,0,0,0
2008,1,F9,Frontier Airlines Inc.,LAS,"Las Vegas, NV: Mccarran International",211,48,19.04,0.15,23.97,0,4.84,0,0
2008,1,F9,Frontier Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",187,72,25.98,0.35,39.39,0,6.27,0,0
2008,1,F9,Frontier Airlines Inc.,LGA,"New York, NY: La Guardia",88,26,17,0,8.61,0,0.39,0,0
2008,1,F9,Frontier Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",154,33,12.29,0,13.88,0,6.83,0,0
2008,1,F9,Frontier Airlines Inc.,MCO,"Orlando, FL: Orlando International",100,27,14.9,0,9.76,0,2.34,0,0
2008,1,F9,Frontier Airlines Inc.,MDW,"Chicago, IL: Chicago Midway",150,32,16.18,0,12.31,0,3.51,2,1
2008,1,F9,Frontier Airlines Inc.,MEM,"Memphis, TN: Memphis International",37,12,6.4,0,4.6,0,1.01,0,0
2008,1,F9,Frontier Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell Field",87,21,8.32,0.9,10.38,0,1.39,0,0
2008,1,F9,Frontier Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",92,18,8.18,0,7.32,0,2.5,0,0
2008,1,F9,Frontier Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",47,8,2.35,0,3.14,0,2.51,0,0
2008,1,F9,Frontier Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",23,5,3.8,0,1.2,0,0,0,0
2008,1,F9,Frontier Airlines Inc.,PDX,"Portland, OR: Portland International",104,35,19.09,0.85,11.52,0,3.54,0,0
2008,1,F9,Frontier Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",62,13,8.28,0,4.72,0,0,0,0
2008,1,F9,Frontier Airlines Inc.,PHX,"Phoenix, AZ: Sky Harbor International",151,49,18.88,0.56,24.17,0,5.39,0,0
2008,1,F9,Frontier Airlines Inc.,RSW,"Ft. Myers, FL: Southwest Florida International Airport ",37,4,2.17,0,1.83,0,0,0,0
2008,1,F9,Frontier Airlines Inc.,SAN,"San Diego, CA: San Diego International",196,54,17.41,0.23,28.86,0,7.5,2,1
2008,1,F9,Frontier Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",89,14,4.31,0,7.42,0,2.27,0,0
2008,1,F9,Frontier Airlines Inc.,SDF,"Louisville, KY: Standiford Field",53,7,3.06,0.63,3.31,0,0,0,0
2008,1,F9,Frontier Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",104,28,15.44,0,10.61,0,1.96,0,0
2008,1,F9,Frontier Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",130,63,39.46,0,21.25,0,2.3,0,0
2008,1,F9,Frontier Airlines Inc.,SJC,"San Jose, CA: San Jose International",89,35,13.73,0.07,19.15,0,2.06,0,0
2008,1,F9,Frontier Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake International",197,69,34.25,0.44,26.61,0,7.7,0,1
2008,1,F9,Frontier Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",92,27,10.33,0,14.48,0,2.19,0,0
2008,1,F9,Frontier Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Orange County",124,30,8.91,0.35,16.89,0,3.85,0,0
2008,1,F9,Frontier Airlines Inc.,STL,"St. Louis, MO: Lambert International",93,27,10.83,0.24,12.8,0,3.12,0,0
2008,1,F9,Frontier Airlines Inc.,TPA,"Tampa, FL: Tampa International",37,6,4.53,0,0.91,0,0.56,0,1
2008,1,F9,Frontier Airlines Inc.,TUS,"Tucson, AZ: Tucson International",58,15,4.64,0,8.84,0,1.52,0,0
2008,1,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson",6823,1297,159.78,5.75,659.79,0,471.68,103,14
2008,1,FL,AirTran Airways Corporation,BMI,"Bloomington, IL: Bloomington/Normal",121,26,9.03,0,8.96,0,8.01,1,0
2008,1,FL,AirTran Airways Corporation,BOS,"Boston, MA: Logan International",535,86,4.45,1,44.36,0,36.19,8,0
2008,1,FL,AirTran Airways Corporation,BUF,"Buffalo, NY: Buffalo Niagara International",131,25,10.18,0.53,3.28,0,11.02,2,0
2008,1,FL,AirTran Airways Corporation,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",1139,187,31.88,3,76.49,0,75.63,9,1
2008,1,FL,AirTran Airways Corporation,CAK,"Akron, OH: Akron-Canton Regional",313,59,9.33,1,17.61,0,31.05,5,0
2008,1,FL,AirTran Airways Corporation,CHS,"Charleston, SC: Charleston International",93,11,3,0,2.64,0,5.36,2,0
2008,1,FL,AirTran Airways Corporation,CLT,"Charlotte, NC: Charlotte Douglas International",250,54,9.6,0.91,26.57,0,16.93,2,1
2008,1,FL,AirTran Airways Corporation,DAB,"Daytona Beach, FL: Daytona Beach Regional",56,10,1.05,1,2.09,0,5.86,0,0
2008,1,FL,AirTran Airways Corporation,DAY,"Dayton, OH: James M Cox/Dayton International",256,36,9.89,0.8,10.61,0,14.71,3,1
2008,1,FL,AirTran Airways Corporation,DCA,"Washington, DC: Ronald Reagan Washington National",218,30,10.34,1,6.24,0,12.43,2,0
2008,1,FL,AirTran Airways Corporation,DEN,"Denver, CO: Denver International",95,19,2.92,1.48,6.27,0,8.33,0,0
2008,1,FL,AirTran Airways Corporation,DFW,"Dallas/Ft.Worth, TX: Dallas/Ft Worth International",214,67,16.57,0.91,26.04,0,23.48,1,2
2008,1,FL,AirTran Airways Corporation,DTW,"Detroit, MI: Detroit Metro Wayne County",169,25,11.4,1.35,3.87,0,8.38,3,0
2008,1,FL,AirTran Airways Corporation,EWR,"Newark, NJ: Newark Liberty International",126,35,1.92,0.53,26.62,0,5.93,1,0
2008,1,FL,AirTran Airways Corporation,FLL,"Fort Lauderdale, FL: Fort Lauderdale International",566,154,41.17,1.41,60.09,0,51.33,0,0
2008,1,FL,AirTran Airways Corporation,FNT,"Flint, MI: Bishop",219,39,11.1,0,13.55,0,14.34,2,0
2008,1,FL,AirTran Airways Corporation,GPT,"Gulfport/Biloxi, MS: Gulfport Municipal",124,24,5.93,0.22,6.46,0,11.4,0,0
2008,1,FL,AirTran Airways Corporation,HOU,"Houston, TX: William P Hobby",124,34,6.58,0,15.75,0,11.66,0,1
2008,1,FL,AirTran Airways Corporation,HPN,"White Plains, NY: Westchester County",239,31,4.33,0,12.39,0,14.28,4,2
2008,1,FL,AirTran Airways Corporation,IAD,"Washington, DC: Dulles International",167,25,9.38,0,6.87,0,8.74,3,0
2008,1,FL,AirTran Airways Corporation,ICT,"Wichita, KS: Mid-Continent",93,25,4.38,1,9.31,0,10.31,1,0
2008,1,FL,AirTran Airways Corporation,IND,"Indianapolis, IN: Indianapolis International",402,80,14.2,1.53,25.07,0,39.2,3,0
2008,1,FL,AirTran Airways Corporation,JAX,"Jacksonville, FL: Jacksonville International",158,31,8.02,0.45,6.53,0,16.01,4,1
2008,1,FL,AirTran Airways Corporation,LAS,"Las Vegas, NV: Mccarran International",255,62,13.97,1,31.08,0,15.96,0,0
2008,1,FL,AirTran Airways Corporation,LAX,"Los Angeles, CA: Los Angeles International",123,51,14.29,0,29.54,0,7.17,3,1
2008,1,FL,AirTran Airways Corporation,LGA,"New York, NY: La Guardia",492,167,18.96,1.77,105.5,0,40.76,19,1
2008,1,FL,AirTran Airways Corporation,MCI,"Kansas City, MO: Kansas City International",124,36,8.57,0,20.03,0,7.39,1,0
2008,1,FL,AirTran Airways Corporation,MCO,"Orlando, FL: Orlando International",1538,335,54.13,4.42,189.5,0,86.94,6,4
2008,1,FL,AirTran Airways Corporation,MDW,"Chicago, IL: Chicago Midway",491,141,26.19,1.27,69.6,0,43.94,7,7
2008,1,FL,AirTran Airways Corporation,MEM,"Memphis, TN: Memphis International",176,36,6.18,0.25,17.55,0,12.01,2,1
2008,1,FL,AirTran Airways Corporation,MIA,"Miami, FL: Miami International",173,22,4.01,0,8.67,0,9.32,0,0
2008,1,FL,AirTran Airways Corporation,MKE,"Milwaukee, WI: General Mitchell Field",306,63,14.86,0.73,25.29,0,22.11,1,1
2008,1,FL,AirTran Airways Corporation,MLI,"Moline, IL: Quad/City",115,19,4.96,0,3.11,0,10.93,3,0
2008,1,FL,AirTran Airways Corporation,MSP,"Minneapolis, MN: Minneapolis-St Paul International",226,61,8.46,0.76,24.03,0,27.74,1,1
2008,1,FL,AirTran Airways Corporation,MSY,"New Orleans, LA: Louis Armstrong International",155,37,15.99,0.48,10.07,0,10.47,4,0
2008,1,FL,AirTran Airways Corporation,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",223,43,8.82,0.72,23.91,0,9.54,2,0
2008,1,FL,AirTran Airways Corporation,PHF,"Newport News/Williamsburg, VA: Patrick Henry International",302,52,7.53,0,18.6,0,25.87,4,0
2008,1,FL,AirTran Airways Corporation,PHL,"Philadelphia, PA: Philadelphia International",362,95,15.63,0.29,40.79,0,38.29,2,0
2008,1,FL,AirTran Airways Corporation,PHX,"Phoenix, AZ: Sky Harbor International",132,44,4.31,0,21.96,0,17.73,2,1
2008,1,FL,AirTran Airways Corporation,PIT,"Pittsburgh, PA: Pittsburgh International",168,24,4.67,0,3.01,0,16.32,1,0
2008,1,FL,AirTran Airways Corporation,PNS,"Pensacola, FL: Pensacola Regional",131,28,10.12,0,5.76,0,12.11,3,0
2008,1,FL,AirTran Airways Corporation,PWM,"Portland, ME: Portland International  Jetport",93,7,2,0,0.28,0,4.72,0,0
2008,1,FL,AirTran Airways Corporation,RDU,"Raleigh/Durham, NC: Raleigh Durham",154,19,6.36,0.7,3.45,0,8.48,3,0
2008,1,FL,AirTran Airways Corporation,RIC,"Richmond, VA: Richmond International Aqirport",150,19,6.43,0,2.88,0,9.68,3,0
2008,1,FL,AirTran Airways Corporation,ROC,"Rochester, NY: Rochester Monroe County",224,35,7.65,1.24,13.04,0,13.06,1,0
2008,1,FL,AirTran Airways Corporation,RSW,"Ft. Myers, FL: Southwest Florida International Airport ",444,91,16.98,0.1,44.67,0,29.24,2,0
2008,1,FL,AirTran Airways Corporation,SAN,"San Diego, CA: San Diego International",64,23,4.44,0,14.98,0,3.57,1,1
2008,1,FL,AirTran Airways Corporation,SAV,"Savannah, GA: Savannah / Hilton Head International",62,3,0.85,1.16,0.98,0,0,1,0
2008,1,FL,AirTran Airways Corporation,SFO,"San Francisco, CA: San Francisco International",38,21,0.97,0,14.92,0,5.11,0,0
2008,1,FL,AirTran Airways Corporation,SRQ,"Sarasota/Bradenton, FL: Sarasota Bradenton",239,59,13.36,0,21.58,0,24.07,0,0
2008,1,FL,AirTran Airways Corporation,STL,"St. Louis, MO: Lambert International",137,32,8.63,0,12.38,0,10.99,3,0
2008,1,FL,AirTran Airways Corporation,SWF,"Newburgh/Poughkeepsie, NY: Stewart",135,24,4.74,0,5.03,0,14.22,0,2
2008,1,FL,AirTran Airways Corporation,TPA,"Tampa, FL: Tampa International",656,161,33.8,1.72,74.5,0,50.98,4,4
2008,1,HA,Hawaiian Airlines Inc.,HNL,"Honolulu, HI: Honolulu International",2139,94,58.26,2.78,0,0.93,32.03,19,0
2008,1,HA,Hawaiian Airlines Inc.,ITO,"Hilo, HI: General Lyman",337,11,5.65,0,0,0,5.35,3,0
2008,1,HA,Hawaiian Airlines Inc.,KOA,"Kona, HI: Keahole",430,8,4.99,0,0,0,3.01,1,0
2008,1,HA,Hawaiian Airlines Inc.,LAS,"Las Vegas, NV: Mccarran International",62,14,8.79,0,0,0,5.21,0,0
2008,1,HA,Hawaiian Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",79,8,4.52,0,0,0.14,3.33,0,0
2008,1,HA,Hawaiian Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",504,7,2.76,0,0,0,4.24,4,0
2008,1,HA,Hawaiian Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",787,18,13.52,0,0,0,4.48,8,0
2008,1,HA,Hawaiian Airlines Inc.,PDX,"Portland, OR: Portland International",62,13,12.7,0,0,0,0.3,0,0
2008,1,HA,Hawaiian Airlines Inc.,PHX,"Phoenix, AZ: Sky Harbor International",31,4,2,0,0,0,2,0,0
2008,1,HA,Hawaiian Airlines Inc.,SAN,"San Diego, CA: San Diego International",62,5,4.79,0,0,0,0.21,0,2
2008,1,HA,Hawaiian Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",93,28,25.63,0,0,0,2.37,0,0
2008,1,HA,Hawaiian Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",31,11,10.55,0,0,0,0.45,1,0
2008,1,HA,Hawaiian Airlines Inc.,SJC,"San Jose, CA: San Jose International",31,4,3.55,0,0,0,0.45,0,0
2008,1,HA,Hawaiian Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",31,11,9.98,0,0,0,1.02,0,0
2008,1,MQ,American Eagle Airlines Inc.,ABI,"Abilene, TX: Abilene Municipal",240,57,21.01,5.38,5.54,0,25.07,7,0
2008,1,MQ,American Eagle Airlines Inc.,ACT,"Waco, TX: Waco Municipal",209,59,29.8,2.52,9.69,0,16.99,10,0
2008,1,MQ,American Eagle Airlines Inc.,AEX,"Alexandria, LA: Alexandria International",93,23,10.99,1.27,5.13,0,5.61,5,0
2008,1,MQ,American Eagle Airlines Inc.,ALB,"Albany, NY: Albany County",93,36,11.58,1.96,10.06,0,12.39,6,1
2008,1,MQ,American Eagle Airlines Inc.,AMA,"Amarillo, TX: Amarillo Airport",218,50,17.8,4.27,4.69,0,23.24,7,0
2008,1,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson",62,22,6.06,0.68,10.05,0,5.2,14,0
2008,1,MQ,American Eagle Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",230,28,4.74,0.94,8.66,0,13.66,12,1
2008,1,MQ,American Eagle Airlines Inc.,AZO,"Kalamazoo, MI: Kalamazoo Municipal",124,40,12.46,3.14,9.34,0,15.06,22,0
2008,1,MQ,American Eagle Airlines Inc.,BDL,"Hartford, CT: Bradley International",248,89,26.01,7.83,25.93,0,29.24,11,1
2008,1,MQ,American Eagle Airlines Inc.,BHM,"Birmingham, AL: Birmingham Municipal",58,16,5.46,0.37,5.48,0,4.69,8,0
2008,1,MQ,American Eagle Airlines Inc.,BMI,"Bloomington, IL: Bloomington/Normal",89,38,9.87,2.47,10.16,0,15.5,6,0
2008,1,MQ,American Eagle Airlines Inc.,BNA,"Nashville, TN: Nashville Metropolitan",331,110,30.09,8.22,29.86,0,41.83,20,0
2008,1,MQ,American Eagle Airlines Inc.,BOS,"Boston, MA: Logan International",834,146,32.38,1.4,49.18,0,63.04,32,0
2008,1,MQ,American Eagle Airlines Inc.,BTR,"Baton Rouge, LA: Ryan",241,53,20.28,4.63,15.09,0,13,6,0
2008,1,MQ,American Eagle Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",120,47,11.73,5.86,15.73,0,13.68,9,0
2008,1,MQ,American Eagle Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",155,62,16.81,6.03,17.26,0,21.9,7,1
2008,1,MQ,American Eagle Airlines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",93,19,11.08,1.2,1.02,0,5.71,1,0
2008,1,MQ,American Eagle Airlines Inc.,CHA,"Chattanooga, TN: Lovell Field",93,32,14.94,1.43,5.95,0,9.68,10,0
2008,1,MQ,American Eagle Airlines Inc.,CHS,"Charleston, SC: Charleston International",93,16,7.52,1.8,2.1,0,4.58,1,0
2008,1,MQ,American Eagle Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: Cedar Rapids Municipal",278,95,23.54,6.79,25.24,0,39.43,27,5
2008,1,MQ,American Eagle Airlines Inc.,CLE,"Cleveland, OH: Hopkins International",395,140,51.63,8.01,41.15,0,39.21,23,1
2008,1,MQ,American Eagle Airlines Inc.,CLL,"College Station/Bryan, TX: Easterwood Field",119,28,15.08,2.61,5.24,0,5.07,4,0
2008,1,MQ,American Eagle Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",483,172,44.11,8.05,59.66,0,60.18,21,2
2008,1,MQ,American Eagle Airlines Inc.,CMH,"Columbus, OH: Columbus International",658,230,65.5,14.39,54.48,0,95.63,18,1
2008,1,MQ,American Eagle Airlines Inc.,CMI,"Champaign/Urbana, IL: University Of Illinois/Willard",244,99,29.66,9.76,17.51,0,42.07,24,1
2008,1,MQ,American Eagle Airlines Inc.,CRP,"Corpus Christi, TX: Corpus Christi International",186,45,17.52,1.48,11.98,0,14.02,5,1
2008,1,MQ,American Eagle Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/ Northern Kentucky International",480,125,27.83,7.5,47.51,0,42.16,33,0
2008,1,MQ,American Eagle Airlines Inc.,DAL,"Dallas, TX: Dallas Love Field",461,46,3.17,0.89,10.15,0,31.79,20,1
2008,1,MQ,American Eagle Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",93,31,12.85,1.24,10.83,0,6.09,8,0
2008,1,MQ,American Eagle Airlines Inc.,DBQ,"Dubuque, IA: Dubuque Municipal",120,40,9.69,1.85,13.1,0,15.37,17,0
